/home/pasquale/anaconda3/lib/python3.6/importlib/_bootstrap.py:219: RuntimeWarning: compiletime version 3.5 of module 'tensorflow.python.framework.fast_tensor_util' does not match runtime version 3.6
  return f(*args, **kwds)
/home/pasquale/anaconda3/lib/python3.6/site-packages/h5py/__init__.py:34: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
  from ._conv import register_converters as _register_converters
INFO:nli-cli.py:Command line: -m cbilstm -b 32 -d 0.8 -r 300 -o adam --lr 0.001 -c 100 -e 100 --glove /home/pasquale/data/glove/glove.840B.300d.txt --save saved/snli/cbilstm/1/cbilstm
INFO:nli-cli.py:Reading corpus ..
2018-04-10 21:20:55.757135: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-04-10 21:20:55.896819: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:892] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2018-04-10 21:20:55.897158: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: TITAN X (Pascal) major: 6 minor: 1 memoryClockRate(GHz): 1.531
pciBusID: 0000:02:00.0
totalMemory: 11.90GiB freeMemory: 10.47GiB
2018-04-10 21:20:55.897171: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: TITAN X (Pascal), pci bus id: 0000:02:00.0, compute capability: 6.1)
/home/pasquale/anaconda3/lib/python3.6/site-packages/tensorflow/python/ops/gradients_impl.py:96: UserWarning: Converting sparse IndexedSlices to a dense Tensor of unknown shape. This may consume a large amount of memory.
  "Converting sparse IndexedSlices to a dense Tensor of unknown shape. "
INFO:root:discriminator/lstm/sequence1_rnn/FW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence1_rnn/FW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence1_rnn/BW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence1_rnn/BW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence2_rnn/FW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence2_rnn/FW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence2_rnn/BW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence2_rnn/BW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/hidden/kernel:0 ((600, 300)): 180000 params
INFO:root:discriminator/lstm/hidden/bias:0 ((300,)): 300 params
INFO:root:discriminator/lstm/classification/kernel:0 ((300, 3)): 900 params
INFO:root:discriminator/lstm/classification/bias:0 ((3,)): 3 params
INFO:nli-cli.py:Total Parameters: 3066003
INFO:root:discriminator/embeddings:0 ((43156, 300)): 12946800 params
INFO:root:discriminator/lstm/sequence1_rnn/FW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence1_rnn/FW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence1_rnn/BW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence1_rnn/BW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence2_rnn/FW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence2_rnn/FW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence2_rnn/BW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence2_rnn/BW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/hidden/kernel:0 ((600, 300)): 180000 params
INFO:root:discriminator/lstm/hidden/bias:0 ((300,)): 300 params
INFO:root:discriminator/lstm/classification/kernel:0 ((300, 3)): 900 params
INFO:root:discriminator/lstm/classification/bias:0 ((3,)): 3 params
INFO:nli-cli.py:Total Discriminator Parameters: 16012803
INFO:root:discriminator/lstm/sequence1_rnn/FW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence1_rnn/FW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence1_rnn/BW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence1_rnn/BW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence2_rnn/FW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence2_rnn/FW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/sequence2_rnn/BW/kernel:0 ((600, 1200)): 720000 params
INFO:root:discriminator/lstm/sequence2_rnn/BW/bias:0 ((1200,)): 1200 params
INFO:root:discriminator/lstm/hidden/kernel:0 ((600, 300)): 180000 params
INFO:root:discriminator/lstm/hidden/bias:0 ((300,)): 300 params
INFO:root:discriminator/lstm/classification/kernel:0 ((300, 3)): 900 params
INFO:root:discriminator/lstm/classification/bias:0 ((3,)): 3 params
INFO:nli-cli.py:Total Trainable Discriminator Parameters: 3066003
INFO:nli-cli.py:Epoch 1, Batch 100	Loss: 0.0329 ± 0.0020
INFO:nli-cli.py:Epoch 1, Batch 6200	Loss: 0.0236 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 6300	Loss: 0.0235 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 6400	Loss: 0.0226 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 6500	Loss: 0.0230 ± 0.0035
INFO:nli-cli.py:Epoch 1, Batch 6600	Loss: 0.0227 ± 0.0034
INFO:nli-cli.py:Epoch 1, Batch 6700	Loss: 0.0231 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 6800	Loss: 0.0225 ± 0.0044
INFO:nli-cli.py:Epoch 1, Batch 6900	Loss: 0.0231 ± 0.0037
INFO:nli-cli.py:Epoch 1, Batch 7000	Loss: 0.0223 ± 0.0037
INFO:nli-cli.py:Epoch 1, Batch 7100	Loss: 0.0213 ± 0.0034
INFO:nli-cli.py:Epoch 1, Batch 7200	Loss: 0.0225 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 7300	Loss: 0.0223 ± 0.0036
INFO:nli-cli.py:Epoch 1, Batch 7400	Loss: 0.0225 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 7500	Loss: 0.0220 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 7600	Loss: 0.0222 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 7700	Loss: 0.0229 ± 0.0035
INFO:nli-cli.py:Epoch 1, Batch 7800	Loss: 0.0222 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 7900	Loss: 0.0224 ± 0.0045
INFO:nli-cli.py:Epoch 1, Batch 8000	Loss: 0.0225 ± 0.0036
INFO:nli-cli.py:Epoch 1, Batch 8100	Loss: 0.0222 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 8200	Loss: 0.0218 ± 0.0036
INFO:nli-cli.py:Epoch 1, Batch 8300	Loss: 0.0220 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 8400	Loss: 0.0220 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 8500	Loss: 0.0219 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 8600	Loss: 0.0226 ± 0.0041
INFO:nli-cli.py:Epoch 1, Batch 8700	Loss: 0.0213 ± 0.0033
INFO:nli-cli.py:Epoch 1, Batch 8800	Loss: 0.0222 ± 0.0037
INFO:nli-cli.py:Epoch 1, Batch 8900	Loss: 0.0216 ± 0.0035
INFO:nli-cli.py:Epoch 1, Batch 9000	Loss: 0.0214 ± 0.0034
INFO:nli-cli.py:Epoch 1, Batch 9100	Loss: 0.0215 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 9200	Loss: 0.0214 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 9300	Loss: 0.0211 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 9400	Loss: 0.0213 ± 0.0034
INFO:nli-cli.py:Epoch 1, Batch 9500	Loss: 0.0217 ± 0.0036
INFO:nli-cli.py:Epoch 1, Batch 9600	Loss: 0.0214 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 9700	Loss: 0.0209 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 9800	Loss: 0.0210 ± 0.0034
INFO:nli-cli.py:Epoch 1, Batch 9900	Loss: 0.0212 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 10000	Loss: 0.0211 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 10100	Loss: 0.0217 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 10200	Loss: 0.0214 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 10300	Loss: 0.0213 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 10400	Loss: 0.0211 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 10500	Loss: 0.0214 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 10600	Loss: 0.0203 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 10700	Loss: 0.0215 ± 0.0041
INFO:nli-cli.py:Epoch 1, Batch 10800	Loss: 0.0215 ± 0.0034
INFO:nli-cli.py:Epoch 1, Batch 10900	Loss: 0.0210 ± 0.0035
INFO:nli-cli.py:Epoch 1, Batch 11000	Loss: 0.0206 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 11100	Loss: 0.0209 ± 0.0045
INFO:nli-cli.py:Epoch 1, Batch 11200	Loss: 0.0207 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 11300	Loss: 0.0208 ± 0.0041
INFO:nli-cli.py:Epoch 1, Batch 11400	Loss: 0.0205 ± 0.0047
INFO:nli-cli.py:Epoch 1, Batch 11500	Loss: 0.0206 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 11600	Loss: 0.0202 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 11700	Loss: 0.0209 ± 0.0036
INFO:nli-cli.py:Epoch 1, Batch 11800	Loss: 0.0200 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 11900	Loss: 0.0209 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 12000	Loss: 0.0202 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 12100	Loss: 0.0210 ± 0.0036
INFO:nli-cli.py:Epoch 1, Batch 12200	Loss: 0.0207 ± 0.0036
INFO:nli-cli.py:Epoch 1, Batch 12300	Loss: 0.0204 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 12400	Loss: 0.0205 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 12500	Loss: 0.0199 ± 0.0041
INFO:nli-cli.py:Epoch 1, Batch 12600	Loss: 0.0202 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 12700	Loss: 0.0202 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 12800	Loss: 0.0198 ± 0.0037
INFO:nli-cli.py:Epoch 1, Batch 12900	Loss: 0.0202 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 13000	Loss: 0.0199 ± 0.0036
INFO:nli-cli.py:Epoch 1, Batch 13100	Loss: 0.0200 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 13200	Loss: 0.0197 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 13300	Loss: 0.0197 ± 0.0044
INFO:nli-cli.py:Epoch 1, Batch 13400	Loss: 0.0202 ± 0.0037
INFO:nli-cli.py:Epoch 1, Batch 13500	Loss: 0.0201 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 13600	Loss: 0.0208 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 13700	Loss: 0.0207 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 13800	Loss: 0.0201 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 13900	Loss: 0.0194 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 14000	Loss: 0.0197 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 14100	Loss: 0.0197 ± 0.0033
INFO:nli-cli.py:Epoch 1, Batch 14200	Loss: 0.0199 ± 0.0035
INFO:nli-cli.py:Epoch 1, Batch 14300	Loss: 0.0194 ± 0.0034
INFO:nli-cli.py:Epoch 1, Batch 14400	Loss: 0.0208 ± 0.0049
INFO:nli-cli.py:Epoch 1, Batch 14500	Loss: 0.0226 ± 0.0045
INFO:nli-cli.py:Epoch 1, Batch 14600	Loss: 0.0207 ± 0.0037
INFO:nli-cli.py:Epoch 1, Batch 14700	Loss: 0.0201 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 14800	Loss: 0.0196 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 14900	Loss: 0.0198 ± 0.0035
INFO:nli-cli.py:Epoch 1, Batch 15000	Loss: 0.0202 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 15100	Loss: 0.0198 ± 0.0045
INFO:nli-cli.py:Epoch 1, Batch 15200	Loss: 0.0204 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 15300	Loss: 0.0193 ± 0.0037
INFO:nli-cli.py:Epoch 1, Batch 15400	Loss: 0.0201 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 15500	Loss: 0.0199 ± 0.0046
INFO:nli-cli.py:Epoch 1, Batch 15600	Loss: 0.0194 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 15700	Loss: 0.0202 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 15800	Loss: 0.0193 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 15900	Loss: 0.0197 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 16000	Loss: 0.0194 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 16100	Loss: 0.0192 ± 0.0042
INFO:nli-cli.py:Epoch 1, Batch 16200	Loss: 0.0191 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 16300	Loss: 0.0199 ± 0.0040
INFO:nli-cli.py:Epoch 1, Batch 16400	Loss: 0.0189 ± 0.0043
INFO:nli-cli.py:Epoch 1, Batch 16500	Loss: 0.0198 ± 0.0047
INFO:nli-cli.py:Epoch 1, Batch 16600	Loss: 0.0194 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 16700	Loss: 0.0191 ± 0.0034
INFO:nli-cli.py:Epoch 1, Batch 16800	Loss: 0.0192 ± 0.0041
INFO:nli-cli.py:Epoch 1, Batch 16900	Loss: 0.0193 ± 0.0039
INFO:nli-cli.py:Epoch 1, Batch 17000	Loss: 0.0195 ± 0.0038
INFO:nli-cli.py:Epoch 1, Batch 17100	Loss: 0.0199 ± 0.0044
INFO:nli-cli.py:Epoch 1	Validation Accuracy: 0.7559 ± 0.4295, Test Accuracy: 0.7577 ± 0.4285
INFO:nli-cli.py:Epoch 1	Best Validation Accuracy: 0.7559 ± 0.4295, Test Accuracy: 0.7577 ± 0.4285
INFO:nli-cli.py:Model saved in saved/snli/cbilstm/1/cbilstm
INFO:nli-cli.py:Epoch 2, Batch 32	Loss: 0.0189 ± 0.0041
INFO:nli-cli.py:Epoch 2, Batch 132	Loss: 0.0184 ± 0.0040
INFO:nli-cli.py:Epoch 2, Batch 232	Loss: 0.0184 ± 0.0040
INFO:nli-cli.py:Epoch 2, Batch 332	Loss: 0.0192 ± 0.0038
INFO:nli-cli.py:Epoch 2, Batch 432	Loss: 0.0184 ± 0.0042
INFO:nli-cli.py:Epoch 2, Batch 532	Loss: 0.0190 ± 0.0042
INFO:nli-cli.py:Epoch 2, Batch 632	Loss: 0.0180 ± 0.0038
INFO:nli-cli.py:Epoch 2, Batch 732	Loss: 0.0194 ± 0.0043
INFO:nli-cli.py:Epoch 2, Batch 832	Loss: 0.0190 ± 0.0039
INFO:nli-cli.py:Epoch 2, Batch 932	Loss: 0.0183 ± 0.0037
INFO:nli-cli.py:Epoch 2, Batch 1032	Loss: 0.0185 ± 0.0042
INFO:nli-cli.py:Epoch 2, Batch 1132	Loss: 0.0184 ± 0.0045
INFO:nli-cli.py:Epoch 2, Batch 1232	Loss: 0.0191 ± 0.0041
INFO:nli-cli.py:Epoch 2, Batch 1332	Loss: 0.0192 ± 0.0034
INFO:nli-cli.py:Epoch 2, Batch 1432	Loss: 0.0185 ± 0.0039
INFO:nli-cli.py:Epoch 2, Batch 1532	Loss: 0.0185 ± 0.0040
INFO:nli-cli.py:Epoch 2, Batch 1632	Loss: 0.0187 ± 0.0043
INFO:nli-cli.py:Epoch 2, Batch 1732	Loss: 0.0175 ± 0.0039
INFO:nli-cli.py:Epoch 2, Batch 1832	Loss: 0.0183 ± 0.0040
INFO:nli-cli.py:Epoch 2, Batch 1932	Loss: 0.0181 ± 0.0034
INFO:nli-cli.py:Epoch 2, Batch 2032	Loss: 0.0183 ± 0.0038
INFO:nli-cli.py:Epoch 2, Batch 2132	Loss: 0.0192 ± 0.0041
INFO:nli-cli.py:Epoch 2, Batch 2232	Loss: 0.0181 ± 0.0038
INFO:nli-cli.py:Epoch 2, Batch 2332	Loss: 0.0186 ± 0.0034
